name,POS,lexical_function,targets,example,group_id
cuisson,nom,V_0,['cuire'],"La cuisson terminée, cet apprêt doit être légèrement mouillé à la différence d’un risotto,...",cuisson||nom||V_0
crainte,nom,V_0,['craindre'],"Je les suivis sans crainte, bien persuadée qu’après une bonne remontrance nous serions relâchées.",crainte||nom||V_0
fourniture,nom,V_0,['fournir'],"La fourniture d’énergie électrique pourra être interrompue pour travaux, lundi 21 juin, environ...",fourniture||nom||V_0
exaspération,nom,V_0,['exaspérer'],"Des deux côtés l’exaspération monte comme des eaux mauvaises, les imprécations volent, les haines s’exacerbent.",exaspération||nom||V_0
service,nom,V_0,['servir'],"Le service était déplorable : l’oubli de couverts, de sucre, d’eau, de pain... Ils faisaient...",service||nom||V_0
tendance,nom,V_0,['tendre'],...festival du film fantastique vient confirmer une tendance du cinéma de genre : l’épicentre de sa production se déplace vers de petits...,tendance||nom||V_0
aveu,nom,V_0,['avouer'],"...presque avoué, et publiquement, sa faute. L’aveu avait lavé le crime. On n’avait plus rien à lui reprocher.",aveu||nom||V_0
trot,nom,V_0,['trotter'],Nous avons tous entendu le trot d’un cheval dans la cour.,trot||nom||V_0
conversion,nom,V_0,['se convertir'],"...ne furent jamais vraiment admis et même la conversion au protestantisme n’était pas vraiment prise au sérieux, aussi profonds que...",conversion||nom||V_0
accompagnement,nom,V_0,['accompagner'],...danger permanent d’une vie dans un tel État. L’accompagnement de tout groupe d’enfants est par exemple réalisé par des gens en arme.,accompagnement||nom||V_0
opération,nom,V_0,['opérer'],...farceur pour quelqu’un qui se réveille d’une opération avec anesthésie générale.,opération||nom||V_0
armement,nom,V_0,['armer'],"...effondrée en s’engageant dans la course à l’armement », a-t-il ajouté.",armement||nom||V_0
vomissement,nom,V_0,['vomir'],Je fus pris de vomissements et c’est tout juste si je pus me traîner aux toilettes. Je passai tout le parcours...,vomissement||nom||V_0
peine,nom,V_0,['peiner'],"Je pensais à la peine que son père, ébéniste au revenu modeste, s’était donnée pour que son fils fréquente...",peine||nom||V_0
consommation,nom,V_0,['consommer'],"Peuvent-elles ignorer que si leur consommation de cigarettes, en forte croissance ces dernières décennies, ne baisse pas de...",consommation||nom||V_0
naufrage,nom,V_0,['naufrager'],"Unique survivant du naufrage de son bateau, il serait resté seul sur une île peuplée de chèvres et de perroquets,...",naufrage||nom||V_0
confidence,nom,V_0,['se confier'],"Tatiana doit être sur le bord de faire une confidence à Lol. Elle parle, prend des pauses, baisse les yeux, dit quelque chose, ce...",confidence||nom||V_0
chatouille,nom,V_0,['chatouiller'],"...pinçotait ses pointes de poitrine, lui faisait des chatouilles dans les côtes provoquant des rires roucouleurs de Mona.",chatouille||nom||V_0
vaccination,nom,V_0,['vacciner'],La vaccination est recommandée mais non obligatoire. Elle débutera le 12 juin 2006.,vaccination||nom||V_0
indice,nom,V_0,['indiquer'],"...sans signalement, sans la queue d’un indice, son intervention tiendrait davantage du remue-ménage que de l’aide efficace.",indice||nom||V_0
naissance,nom,V_0,['naître'],"...lors de leur grossesse, ou à l’occasion de la naissance de leur enfant, se sont arrêtées de travailler pendant un long moment.",naissance||nom||V_0
poursuite,nom,V_0,['poursuivre'],"La poursuite a duré une quinzaine de minutes au total. Conduit au poste, l’homme a été interrogé...",poursuite||nom||V_0
abus,nom,V_0,['abuser'],...cancer de la gorge provoqué par le tabac et l’abus d’alcool. Presque toujours la maladie naît sans raison dans l’obscurité des...,abus||nom||V_0
branchement,nom,V_0,['brancher'],"...sonnerie électrique, domaine où l’erreur de branchement ne pouvait avoir d’autre funeste conséquence que de faire accourir la bonne...",branchement||nom||V_0
réveil,nom,V_0,['se réveiller'],"...autres, il mène une existence... particulière — réveil vers onze heures, téléphonages sans fin dans des bains brûlants, déjeuner tardif...",réveil||nom||V_0
éternuement,nom,V_0,['éternuer'],"Les éternuements et les débouchements de narines ne sont pas silencieux. Ils doivent être bruyants,...",éternuement||nom||V_0
extinction,nom,V_0,['éteindre'],"Sur la flamme elle-même, le moyen d’extinction le plus connu est l’eau : au contact de la chaleur, l’eau se vaporise, et la...",extinction||nom||V_0
réintégration,nom,V_0,['réintégrer'],...disposition a été ajoutée afin de permettre la réintégration des contrats d’assurance-vie lorsque ceux -ci ont été souscrits postérieurement...,réintégration||nom||V_0
massage,nom,V_0,['masser'],"Avant de sortir avec toi, il me fait un massage du dos, pour me détendre. Je dors bien, en effet, profondément.",massage||nom||V_0
dîner,nom,V_0,['dîner'],"Après un excellent dîner composé de couscous de mouton et de lait frais, le grand interprète alla s’étendre...",dîner||nom||V_0
monopole,nom,V_0,['monopoliser'],...capitale de la traite des esclaves et exerçait un monopole sur la fabrication d’objets dérivés telle la pacotille.,monopole||nom||V_0
élimination,nom,V_0,['éliminer'],...hydrophile dissolution des matières grasses élimination des saletés et bactéries avec l’eau de rinçage.,élimination||nom||V_0
matraquage,nom,V_0,['matraquer'],"...fois échappé par extraordinaire à de furieux matraquages, alors qu’il se trouvait encerclé par des groupes de gardes mobiles.",matraquage||nom||V_0
fonte,nom,V_0,['fondre'],...certaines routes de haute altitude avant la fonte des neiges et d’accroître sensiblement leur durée annuelle d’utilisation.,fonte||nom||V_0
grincement,nom,V_0,['grincer'],"...navire en bois volait sans efforts, avec des grincements de fauteuil à bascule.",grincement||nom||V_0
confirmation,nom,V_0,['confirmer'],Nous avons confirmation du Ministère de l’Enseignement supérieur que nous serons impliqués dans la rédaction...,confirmation||nom||V_0
énumération,nom,V_0,['énumérer'],"Il faut cesser cette énumération qui, rien que pour nos amis, nos parents et nos connaissances, remplirait un...",énumération||nom||V_0
remise,nom,V_0,['remettre'],"...au nettoyage du terrain, mais également à la remise en état des installations.",remise||nom||V_0
comparativement,adverbe,V_0,['comparer'],"...développés dans d’autres pays qui souffrent, comparativement, d’un retard de développement, sont des exemples frappants, à l’époque contemporaine...",comparativement||adverbe||V_0
appréciation,nom,V_0,['apprécier'],"...tradition, il relève, de ce fait, de la libre appréciation des particuliers pouvant l’adopter, le rejeter, le combiner au choix à d’autres...",appréciation||nom||V_0
bougonnement,nom,V_0,['bougonner'],...s’étaient desserrées le lendemain malgré les bougonnements du patron : pas de car pour Cabris.,bougonnement||nom||V_0
dommage,nom,V_0,['endommager'],"Puis comme elle s’était inquiétée des dommages causés aux plantes aquatiques par les tortues d’eau qui infestaient les bassins,...",dommage||nom||V_0
grillage,nom,V_0,['griller'],...hydrocarbures aromatiques polycycliques (HAP) issus du grillage des viandes directement sur flamme.,grillage||nom||V_0
désignation,nom,V_0,['désigner'],"...fixées, il reste à matérialiser sur le terrain la désignation des arbres qui doivent être exploités c’ est ce que l’on appelle marquer la...",désignation||nom||V_0
installation,nom,V_0,['installer'],"...s’aménager un coin zen et détente, grâce à l’installation d’une colonne de douche. Pomme de douche XXL ou colonne hydromassante avec buses...",installation||nom||V_0
fellation,nom,V_0,['sucer'],"...ailleurs que dans les ouvrages médicaux, la fellation, le cunnilingus et parfois la sodomie.",fellation||nom||V_0
aide,nom,V_0,['aider'],...peut-être pas eu le courage de continuer sans votre aide et vos conseils judicieux.,aide||nom||V_0
rêve,nom,V_0,['rêver'],"Mais dans mon rêve, comme par miracle, mes jambes appuyaient sans effort sur les pédales, et je...",rêve||nom||V_0
barrissement,nom,V_0,['barrir'],"...vieil éléphant se redressa, se recourba et un barrissement plus sonore, plus aigu, plus effrayant que l’éclat de cent trompettes de guerre...",barrissement||nom||V_0
ventilation,nom,V_0,['ventiler'],"...chauffage, le bruit d’un cours, le système de ventilation, c’est un vacarme infernal ».",ventilation||nom||V_0
déchargement,nom,V_0,['décharger'],"...quelques mètres d’obstacle, chargements et déchargements, étapes où nous étions si épuisés par le déplacement des rondins devant le camion,...",déchargement||nom||V_0
remplissage,nom,V_0,['remplir'],...dimensions des caisses pour organiser à l’avance le remplissage des camions.,remplissage||nom||V_0
gestion,nom,V_0,['gérer'],"...si mauvaise que personne n’est candidat à sa gestion et une jeune élue, seule rescapée de l’ancienne équipe, a été nommée maire par...",gestion||nom||V_0
Merci,interjection,V_0,['remercier'],"...pour cette semaine, je retesterai ce week-end. Merci pour votre patience.",Merci||interjection||V_0
déconnexion,nom,V_0,['déconnecter'],...protection du réseau rend nécessaire cette déconnexion.,déconnexion||nom||V_0
toux,nom,V_0,['tousser'],"Elle se rappelle cette toux raclante, insupportable, qui lui faisait mal, mais confirmait aussi, sans appel...",toux||nom||V_0
repliage,nom,V_0,['replier'],"...!) et nous avons divisé par 10 le temps de repliage : plus d’arceaux à enlever et ranger patiemment dans une housse, de double toit...",repliage||nom||V_0
sacrifice,nom,V_0,['sacrifier'],"...qui constatait que, même non obligatoire, le sacrifice des animaux restait très largement pratiqué, mais aussi pour maintenir le rituel...",sacrifice||nom||V_0
vérification,nom,V_0,['vérifier'],"Après vérification, les policiers ont découvert que son permis de conduire a été annulé en 1994,...",vérification||nom||V_0
changement,nom,V_0,['changer'],"En Lorraine, pays continental, les changements de saison ont lieu brusquement.",changement||nom||V_0
bain,nom,V_0,['se baigner'],Maintenant c’est tous les jours que je donne le bain à Manon. On n’est que toutes les deux et ça fait du bien de partager ce moment...,bain||nom||V_0
transport,nom,V_0,['transporter'],"...aux trois quarts vide, renversé pendant le transport, carton puant, drôle d’air du facteur...",transport||nom||V_0
aspiration,nom,V_0,['aspirer'],"...(Fig 229, E) ; enfin, on introduit la buse d’aspiration, sur laquelle on fixe le tube souple, portant à son extrémité des accessoires...",aspiration||nom||V_0
choix,nom,V_0,['choisir'],"Cinéma, tango ou canotage : Monique m’a laissé le choix, en marquant une légère préférence pour le plein air.",choix||nom||V_0
trahison,nom,V_0,['trahir'],...exactions envers nos sujets et de toutes les trahisons envers nous.,trahison||nom||V_0
division,nom,V_0,"['se diviser', 'diviser']","...pays inflammable, en proie à de menaçantes divisions — il les évoque toujours avec une nuance d’angoisse —, mais il en rend responsable...",division||nom||V_0
frisson,nom,V_0,['frissonner'],"Massif, binocleux, le corps parcouru de frissons dus à un reste rampant de malaria, Vanaire ajoutait, dans ce grasseyement familier...",frisson||nom||V_0
déformé,adjectif,V_0,['déformer'],"...bleuâtre du studio, il avait rencontré son image déformée, vidée de couleurs, blêmie par l’éclairage au néon, mais les autres n’y avaient...",déformé||adjectif||V_0
bombardement,nom,V_0,['bombarder'],"...la formation « en tortue »), un très sévère bombardement de l’artillerie lourde allemande.",bombardement||nom||V_0
frimeur,adjectif,V_0,['frimer'],"...plus authentique. Il est moins causeur, moins frimeur.",frimeur||adjectif||V_0
plantation,nom,V_0,['planter'],...tulipes et planchait déjà sur le programme de plantations de l’an prochain. « Nous avons toujours six mois d’avance » sourit Jean-Marie...,plantation||nom||V_0
financement,nom,V_0,['financer'],"...spéculations les plus folles courent sur le financement d’organisations, qui pourraient planifier le lancement d’attaques terroristes...",financement||nom||V_0
calcul,nom,V_0,['calculer'],"...produits exige des dosages et des pesées, des calculs minutieux pour obtenir la ration énergétique souhaitable, en un mot beaucoup...",calcul||nom||V_0
manque,nom,V_0,['manquer'],"...c’est que j’étais affaibli par la fatigue, le manque de nourriture, sans oublier le souci, le dégoût et le « moral à zéro ».",manque||nom||V_0
